name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Russia, Krasnodar",2022-08-10,33,22,27.6,32.3,22,27.2,13.1,42,0,0,0,,0,0,55.1,32.4,73.6,1007.5,2.1,10,302.8,26.1,9,10,2022-08-10T05:19:29,2022-08-10T19:38:46,0.44,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-11,31,22,25.8,33,22,26.2,18,63,0.3,100,12.5,rain,0,0,32.8,18,95.1,1007.3,18.6,10,255.4,22,8,10,2022-08-11T05:20:39,2022-08-11T19:37:16,0.48,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-12,29,22,25.1,31.4,22,25.8,21.3,80.2,1.2,100,25,rain,0,0,36,21.6,91.5,1010.4,28.1,10,266.8,22.9,8,30,2022-08-12T05:21:50,2022-08-12T19:35:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-13,32,20,25.9,34.2,20,26.9,19.7,70.7,0,0,0,,0,0,29.2,18,82,1008.2,0,10,290,24.8,8,10,2022-08-13T05:23:01,2022-08-13T19:34:13,0.54,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-14,32,23,26.7,34.2,23,27.6,18.5,61.3,0,0,0,,0,0,25.2,14.4,92.4,1004.7,3.3,10,219.2,18.8,8,10,2022-08-14T05:24:12,2022-08-14T19:32:40,0.58,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-15,33,22,26.9,36.1,22,28.5,21.8,75.4,0,0,0,,0,0,29.2,10.8,188.4,1004.1,9.6,10,244.3,21.1,8,10,2022-08-15T05:25:24,2022-08-15T19:31:05,0.61,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-16,31,20,26.4,36.5,20,28.3,22.2,78.9,2,100,33.33,rain,0,0,68.4,50.4,250,1007.9,26.7,9.5,219.7,19.1,8,30,2022-08-16T05:26:35,2022-08-16T19:29:29,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-17,32,21,26.1,34.6,21,27.1,21,75.8,0,0,0,,0,0,23,10.8,260.3,1009.3,25.2,9.6,283.1,24.3,8,10,2022-08-17T05:27:47,2022-08-17T19:27:52,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-18,31,23,26.4,33,23,27.3,20.8,72.4,0.5,100,16.67,rain,0,0,34.6,10.8,141.4,1008.4,35.5,10,260.6,22.5,8,30,2022-08-18T05:28:58,2022-08-18T19:26:14,0.71,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-19,30,20,25.5,31.9,20,26.2,20,73.5,0.5,100,16.67,rain,0,0,29.2,14.4,78.8,1007.9,7.3,10,270.4,23.4,8,30,2022-08-19T05:30:10,2022-08-19T19:24:35,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-20,30,21,24.9,32.6,21,25.5,20.4,77.2,0.2,100,8.33,rain,0,0,49,21.6,66.5,1008.5,19.6,10,180.1,15.5,7,30,2022-08-20T05:31:21,2022-08-20T19:22:55,0.77,Rain,Clear conditions throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-21,31,23,26.6,34.6,23,27.7,19.8,67.2,0.4,100,16.67,rain,0,0,38.2,21.6,66.8,1007.3,19.9,9.8,256,22.2,8,10,2022-08-21T05:32:33,2022-08-21T19:21:14,0.8,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-22,32,21,26.3,33.5,21,26.6,15.9,54.1,0,0,0,,0,0,46.4,25.2,72.7,1007.1,23.8,9.8,275.5,23.9,8,10,2022-08-22T05:33:45,2022-08-22T19:19:33,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-23,32,21,26.3,32,21,26.2,13.1,45.4,0,0,0,,0,0,45.7,25.2,75.1,1010.5,4.1,10,276.1,23.8,8,10,2022-08-23T05:34:56,2022-08-23T19:17:50,0.87,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-24,32,21,26.8,31.6,21,26.5,12,41.3,0,0,0,,0,0,47.9,28.8,70.5,1010.8,1.8,10,276.8,23.9,8,10,2022-08-24T05:36:08,2022-08-24T19:16:06,0.9,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-25,32,21,26.8,31.4,21,26.6,12.8,43.6,0,0,0,,0,0,50,25.2,69,1007.8,6.1,10,273.7,23.8,8,10,2022-08-25T05:37:20,2022-08-25T19:14:22,0.94,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-26,31,22,26.8,32.4,22,27.2,15.1,49.1,0,0,0,rain,0,0,40,28.8,76.3,1006.8,12.7,10,270.3,23.2,8,10,2022-08-26T05:38:31,2022-08-26T19:12:37,0.97,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-27,33,22,27.1,37,22,28.2,18.1,58.9,1.4,100,20.83,rain,0,0,27,14.4,87.1,1007.8,5.4,10,258.5,22.2,8,30,2022-08-27T05:39:43,2022-08-27T19:10:51,0,Rain,Clear conditions throughout the day with rain clearing later.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-28,34,22,27.8,36.5,22,29.5,21.3,69.8,0,0,0,,0,0,36,18,261.6,1010.8,12.3,10,258,22.2,8,30,2022-08-28T05:40:55,2022-08-28T19:09:04,0.04,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-29,29,21,24.7,31.4,21,25.2,20.5,78.2,1,100,16.67,rain,0,0,38.2,21.6,152,1013.7,16.3,10,210,18.2,8,30,2022-08-29T05:42:06,2022-08-29T19:07:17,0.07,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-08-30,31,19,25,33.7,19,25.8,20,76.3,0,0,0,,0,0,20.9,10.8,150.2,1014,15.2,9.5,259,22.5,8,10,2022-08-30T05:43:18,2022-08-30T19:05:29,0.11,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-08-31,33,19,26,34.6,19,26.6,18.9,68.2,0,0,0,,0,0,23.8,10.8,154.5,1009.9,3.1,10,260.3,22.7,8,10,2022-08-31T05:44:29,2022-08-31T19:03:40,0.14,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-01,35,19,27.1,36.3,19,27.7,18.1,61.1,0,0,0,,0,0,43.2,18,267.8,1007.1,1.9,10,251.2,21.7,8,10,2022-09-01T05:45:41,2022-09-01T19:01:51,0.18,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-02,30,19,24.5,30.8,19,24.7,16.5,62.3,0.6,100,16.67,rain,0,0,40.7,25.2,26.2,1012.9,0.6,10,239.6,20.5,8,10,2022-09-02T05:46:52,2022-09-02T19:00:01,0.21,Rain,Clear conditions throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-03,31,17,24.1,31.9,17,24.3,14.4,55,0,0,0,rain,0,0,41.8,18,53.4,1011,0,10,251.5,21.6,8,10,2022-09-03T05:48:04,2022-09-03T18:58:11,0.25,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-04,29,17,23,28.9,17,23,14.2,59.6,0,0,0,rain,0,0,47.5,28.8,288.6,1012,10.7,10,212,18.3,8,30,2022-09-04T05:49:15,2022-09-04T18:56:20,0.29,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-05,19,12,15.7,19,12,15.7,9,65,0,0,0,,0,0,38.9,21.6,43,1018.2,33.4,10,251.1,21.6,8,10,2022-09-05T05:50:27,2022-09-05T18:54:29,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-06,22,8,15.8,22,6.9,15.6,5.4,52.5,0,0,0,,0,0,39.2,18,336.4,1018.5,4.4,10,251.5,21.5,8,10,2022-09-06T05:51:38,2022-09-06T18:52:37,0.36,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-07,21,6,14,21,5.7,13.9,4.7,57,0,0,0,,0,0,27,14.4,32.2,1019.8,1.9,10,242,20.9,8,10,2022-09-07T05:52:50,2022-09-07T18:50:45,0.39,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-08,24,7,15.4,24,7,15.4,5.9,55.6,0,0,0,,0,0,31.3,18,290.5,1020.2,3.8,10,178.8,15.6,7,10,2022-09-08T05:54:01,2022-09-08T18:48:53,0.43,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-09,24,7,15.9,24,7,15.9,7.4,61.2,0,0,0,,0,0,19.1,14.4,310.5,1021,0,10,247.9,21.5,8,10,2022-09-09T05:55:13,2022-09-09T18:47:00,0.46,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-10,25,10,18.2,25,10,18.2,6.8,51,0,0,0,,0,0,42.5,28.8,62.6,1019,0,10,243.8,21,8,10,2022-09-10T05:56:24,2022-09-10T18:45:07,0.5,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-11,28,13,19.9,27.5,13,19.8,9.3,51.3,0,0,0,,0,0,37.1,25.2,73.7,1011.7,0,10,213.7,18.4,8,10,2022-09-11T05:57:36,2022-09-11T18:43:14,0.53,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-12,25,13,19.8,25,13,19.8,14,70.6,0.5,100,16.67,rain,0,0,36.7,18,79.1,1005.8,15.2,10,175.1,15.1,6,10,2022-09-12T05:58:47,2022-09-12T18:41:20,0.56,Rain,Clear conditions throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-13,24,15,19.5,24,15,19.5,14.6,75.1,0.9,100,16.67,rain,0,0,32,21.6,266.7,1006,58.4,9.7,138.3,12,7,10,2022-09-13T05:59:59,2022-09-13T18:39:26,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-14,22,13,18,22,13,18,12.3,71.6,0.2,100,4.17,rain,0,0,47.9,32.4,254.8,1011.7,28.3,10,173.6,14.8,6,10,2022-09-14T06:01:11,2022-09-14T18:37:32,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-15,25,14,19.8,25,14,19.8,14.2,72,0,0,0,rain,0,0,51.1,32.4,214.6,1012.9,22.8,10,158.9,13.6,7,10,2022-09-15T06:02:22,2022-09-15T18:35:38,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-16,28,21,24.1,27.6,21,24,13.6,53.3,0,0,0,,0,0,74.9,32.4,215.3,1007.3,1.9,10,119.6,10.2,5,10,2022-09-16T06:03:34,2022-09-16T18:33:43,0.69,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-17,30,18,24,30.8,18,24.2,17.4,68.4,0.1,100,4.17,rain,0,0,37.1,25.2,225.7,1007.1,9,10,142.6,12.3,7,10,2022-09-17T06:04:46,2022-09-17T18:31:49,0.72,Rain,Clear conditions throughout the day with afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-18,37,16,24.6,36.3,16,24.7,16,63.8,0,0,0,,0,0,48.6,28.8,177.5,1003.4,34.2,10,218.5,18.8,7,10,2022-09-18T06:05:58,2022-09-18T18:29:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-19,23,16.5,20.1,23,16.5,20.1,12.4,62.2,3.9,100,20.83,rain,0,0,44.6,27,292,1012.2,51.5,10,169.5,14.6,6,10,2022-09-19T06:07:10,2022-09-19T18:28:00,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-20,25.5,14,19.7,25.5,14,19.7,11.9,61.4,0.1,100,4.17,rain,0,0,24.5,19.8,56.8,1011.2,53.1,10,143.4,12.3,6,10,2022-09-20T06:08:22,2022-09-20T18:26:05,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-21,21,15.5,18,21,15.5,18,13.3,74.9,0,0,0,,0,0,28.4,16.2,269.1,1012.2,64.9,10,132.4,11.5,6,10,2022-09-21T06:09:34,2022-09-21T18:24:10,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-22,18.5,14,15.7,18.5,14,15.7,11.4,76.5,0.9,100,12.5,rain,0,0,21.6,10.8,359.4,1010.5,86,9.8,22.4,1.8,2,10,2022-09-22T06:10:47,2022-09-22T18:22:16,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-23,18,9.5,15,18,9.5,15,12.5,86,1.3,100,12.5,rain,0,0,34.9,27,269.7,1010.7,75.7,8.6,98.2,8.5,5,10,2022-09-23T06:11:59,2022-09-23T18:20:21,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-24,18.5,8,12.6,18.5,6.9,12.5,10.1,86.1,3.7,100,37.5,rain,0,0,38.9,21.6,239.1,1014.9,45.9,9.7,146.3,12.8,6,10,2022-09-24T06:13:12,2022-09-24T18:18:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-25,19.5,9,13.8,19.5,6.8,13.3,8.2,71.3,0,0,0,,0,0,47.2,28.8,247.7,1020.2,29.3,10,170.9,14.7,6,10,2022-09-25T06:14:24,2022-09-25T18:16:32,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-26,24,9.5,15.4,24,9.5,15.4,10.6,75.9,0,0,0,,0,0,24.1,14.4,123.3,1017.9,41.8,10,184.4,15.9,7,10,2022-09-26T06:15:37,2022-09-26T18:14:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-27,25,9,16.7,25,7.6,16.5,11.2,73.1,0,0,0,,0,0,31.7,10.8,113.1,1009.7,89.2,10,168,14.5,6,10,2022-09-27T06:16:51,2022-09-27T18:12:44,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-28,23,15,18.4,23,15,18.4,13.4,73.5,1.1,100,8.33,rain,0,0,44.6,10.8,168.9,1006.3,61.1,10,78.8,6.8,5,10,2022-09-28T06:18:04,2022-09-28T18:10:50,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-09-29,26,13.5,19.9,26,13.5,19.9,16,80.3,0,0,0,,0,0,28.1,14.4,209.3,1011.9,21.2,10,192,16.6,7,10,2022-09-29T06:19:17,2022-09-29T18:08:57,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-09-30,27.5,12,18.7,26.9,12,18.6,13.6,76.7,0,0,0,,0,0,22.3,10.8,122.2,1017.6,22.2,8,191.2,16.7,7,10,2022-09-30T06:20:31,2022-09-30T18:07:04,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-01,29,12,19.7,28.6,12,19.7,14.5,75.8,0,0,0,,0,0,21.2,12.6,189.9,1019.8,18,9.2,184.1,15.7,6,10,2022-10-01T06:21:45,2022-10-01T18:05:11,0.2,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-02,27.5,13.5,20.4,27.3,13.5,20.4,14.6,73.1,0.5,100,4.17,rain,0,0,41,25.2,170.3,1008.8,69.4,9.9,152.4,13.1,5,10,2022-10-02T06:22:59,2022-10-02T18:03:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,34937099999,URKK"
"Russia, Krasnodar",2022-10-03,21,10.5,16.6,21,10.5,16.6,11.1,72.1,13.7,100,12.5,rain,0,0,48.2,23.4,268.2,1011.3,54.5,9.9,185.5,15.9,7,10,2022-10-03T06:24:13,2022-10-03T18:01:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"34929099999,34937099999,URKK"
"Russia, Krasnodar",2022-10-04,23,10,16,23,10,16,10.9,74.1,0,0,0,,0,0,24.1,14.4,296.9,1014.5,49.8,10,170.9,14.8,6,10,2022-10-04T06:25:28,2022-10-04T17:59:34,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,34937099999,URKK"
"Russia, Krasnodar",2022-10-05,17,11,14.6,17,11,14.6,11.6,82.5,0,0,0,rain,0,0,17.6,10.8,346.2,1023.3,69.6,10,102.5,8.8,6,10,2022-10-05T06:26:43,2022-10-05T17:57:43,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-06,19,6,12.4,19,6,12.2,8.3,78.2,0,0,0,,0,0,25.9,10.8,25.7,1026,8.3,9.7,176.2,15.1,6,10,2022-10-06T06:27:58,2022-10-06T17:55:52,0.37,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-07,22,6,14.1,22,5.9,13.8,8,69.2,0,0,0,,0,0,33.8,18,53.7,1023.4,3.8,10,180.5,15.5,6,10,2022-10-07T06:29:14,2022-10-07T17:54:02,0.41,Clear,Clear conditions throughout the day.,clear-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-08,23.5,9,16.9,23.5,7.3,16.8,11.2,70.9,0.1,100,4.17,rain,0,0,54.4,30.6,75.4,1017.2,44,10,167.3,14.5,6,10,2022-10-08T06:30:29,2022-10-08T17:52:12,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-09,19,15,16.9,19,15,16.9,14.2,84.8,0.3,100,8.33,rain,0,0,35.6,18,85,1012.6,42.9,10,91.4,7.8,5,10,2022-10-09T06:31:45,2022-10-09T17:50:22,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-10,19.5,12.5,15.9,19.5,12.5,15.9,13.4,85.5,4.5,100,12.5,rain,0,0,43.9,36,265.2,1015.4,57.9,9.3,31.9,2.6,3,10,2022-10-10T06:33:01,2022-10-10T17:48:34,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-11,18,9.5,13.5,18,7.9,13.5,6.8,65.1,0,0,0,rain,0,0,61.2,43.2,254.9,1020.5,34.2,10,166.5,14.5,6,10,2022-10-11T06:34:18,2022-10-11T17:46:46,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-12,19,6.5,12,19,4.3,11.2,6.3,70.1,0,0,0,,0,0,29.5,18,278.8,1022.5,34.3,10,165,14.4,6,10,2022-10-12T06:35:35,2022-10-12T17:44:58,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-13,17,2.5,9.6,17,2.5,9.5,5,75.8,0,0,0,,0,0,21.6,10.8,90.2,1022.1,42.9,9.1,152.1,13.1,6,10,2022-10-13T06:36:52,2022-10-13T17:43:12,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-14,17.5,2,10,17.5,0.5,9.9,4.2,69.4,0,0,0,,0,0,30.6,25.2,46.1,1020,32.2,10,147.9,12.9,5,10,2022-10-14T06:38:09,2022-10-14T17:41:26,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-15,17.5,5,11.8,17.5,2.9,10.9,5.6,67.9,0,0,0,,0,0,46.1,28.8,54.9,1020.2,27.6,10,158.7,13.8,6,10,2022-10-15T06:39:27,2022-10-15T17:39:41,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-16,19,10,14.2,19,10,14.2,8.1,67.1,0.1,100,4.17,rain,0,0,41,25.2,62.4,1022.1,44.2,10,122.5,10.5,5,10,2022-10-16T06:40:45,2022-10-16T17:37:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-17,14.5,9,13.2,14.5,7.3,13.1,9.7,79.5,7.5,100,20.83,rain,0,0,40,21.6,57.5,1027.9,64.1,10,122.9,10.6,5,10,2022-10-17T06:42:04,2022-10-17T17:36:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-18,15,5.5,10.1,15,3.6,9.4,8,87.5,0,0,0,,0,0,30.6,18,79.3,1029.1,48.2,8.9,154.2,13.3,6,10,2022-10-18T06:43:22,2022-10-18T17:34:31,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-19,19.5,6,11.4,19.5,5.1,11.1,10,91.5,0,0,0,,0,0,19.4,10.8,100.6,1016.1,57.2,4.9,151.6,13.1,6,10,2022-10-19T06:44:41,2022-10-19T17:32:49,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-20,18,7,12.8,18,2.9,12.2,8,74.1,0.2,100,4.17,rain,0,0,54,36,271,1011.6,58.8,8.8,83.8,7.2,5,10,2022-10-20T06:46:01,2022-10-20T17:31:08,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-21,11.5,5.5,8.6,11.5,2.4,6.7,5.4,80.3,0.1,100,4.17,rain,0,0,37.8,32.4,257.8,1022.4,76.6,10,88,7.5,4,10,2022-10-21T06:47:20,2022-10-21T17:29:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-22,14.5,4.5,8.7,14.5,3.4,8.2,4,74.8,0,0,0,,0,0,12.6,10.8,156,1028,63.8,10,147.6,12.7,6,10,2022-10-22T06:48:40,2022-10-22T17:27:50,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-23,17,3,10.3,17,1,9.9,5.7,75.7,1.4,100,16.67,rain,0,0,37.1,19.8,126.3,1021.1,52.2,9.9,83.7,7.3,3,10,2022-10-23T06:50:01,2022-10-23T17:26:12,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-24,14.5,11,12.9,14.5,11,12.9,9.8,81.8,2.1,100,16.67,rain,0,0,48.2,37.8,256,1018.8,80,10,55.4,4.7,2,10,2022-10-24T06:51:21,2022-10-24T17:24:36,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-25,17.5,8.5,12.3,17.5,7.9,12.2,9.4,83.4,0,0,0,rain,0,0,15.5,14.4,196.7,1022.1,56.1,10,109.6,9.5,5,10,2022-10-25T06:52:42,2022-10-25T17:23:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-26,16,8,12.4,16,6.9,12.2,10,86,6.2,100,29.17,rain,0,0,22.7,14.4,121.2,1018.2,70.1,10,65.6,5.5,3,10,2022-10-26T06:54:03,2022-10-26T17:21:27,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-27,16,11,13.7,16,11,13.7,11.1,85,1.9,100,16.67,rain,0,0,41,25.2,264.1,1021.3,70.3,9.9,64.2,5.5,3,10,2022-10-27T06:55:25,2022-10-27T17:19:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-28,15.5,8.5,11.9,15.5,7,11.7,9.6,86.7,1.1,100,25,rain,0,0,27.7,18,266.5,1025.6,48.9,9.9,80.7,7,4,10,2022-10-28T06:56:46,2022-10-28T17:18:22,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-29,14,6.5,10.8,14,6.5,10.7,8.4,85.9,0,0,0,,0,0,16.2,7.2,165.4,1026.2,43.7,9.3,90.8,7.9,4,10,2022-10-29T06:58:08,2022-10-29T17:16:52,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,URKK"
"Russia, Krasnodar",2022-10-30,17.5,4,11.3,17.5,3.5,10.9,7.9,81.5,2.1,100,20.83,rain,0,0,49,39.6,228,1019.5,41.6,9.5,96.5,8.3,5,10,2022-10-30T06:59:30,2022-10-30T17:15:23,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-10-31,16.5,5.5,12.5,16.5,2.8,12.1,8.6,78.5,7.2,100,29.17,rain,0,0,59.4,43.2,263.9,1013.3,81.8,9.7,97.6,8.2,5,10,2022-10-31T07:00:52,2022-10-31T17:13:56,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"34929099999,URKK"
"Russia, Krasnodar",2022-11-01,10.9,-1,5.1,10.9,-3,3,0.2,72.1,0,0,0,,0,0,36.4,21.6,268.8,1020.7,21.1,10,128,11.1,5,10,2022-11-01T07:02:15,2022-11-01T17:12:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"34929099999,34937099999,URKK,34924099999"
